report_title,report_url,pdf_filename,page_number,row_number,Code localité,Localité,Montant des crédits,Montant des dépôts,Nombre Guichets,periode
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",2,25,190,EL KELAA DES SRARHNA,1066246,4697059,22,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",2,26,556,EL KELAA M'GOUNA,100078,1193812,5,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",2,27,96,EL KSIBA,152950,609493,5,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",2,28,587,EL-AIOUN,133352,1307598,5,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",2,29,218,ERFOUD,162912,1080884,5,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",2,30,210,ERRACHIDIA,1048930,3458601,23,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",2,31,240,ESSAOUIRA,1029290,4104092,22,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",2,32,260,ES-SEMARA,341415,601763,5,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",2,33,270,FES,18952270,46793718,229,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",2,34,310,FIGUIG,40911,596715,5,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",2,35,101,FKIH BEN SALAH,929515,7579081,21,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",2,36,726,FNIDEQ,317733,1943069,10,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",2,37,671,GHAFSAI,93793,325766,4,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",2,38,223,GOULMIMA,64841,532777,4,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",2,39,320,GUELMIM,936553,3699700,21,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",2,40,703,GUERCIF,815811,3972345,15,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",2,41,508,HAD BNI CHIKER,17457,575729,3,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",2,42,333,HAD KOURT,90924,126556,3,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",2,43,632,HAD SOUALEM,315646,591249,5,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",2,44,826,HARHOURA,543458,1984915,7,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",2,45,761,IFNI,113405,810472,6,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",2,46,420,IFRANE,344653,949456,9,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",2,47,471,IMI-N-TANOUTE,144573,786822,6,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",2,48,288,IMOUZZER- KANDAR,166380,441610,4,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",2,49,57,IMZOUREN,157382,2813681,8,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",2,50,21,INEZGANE,1303745,5089176,23,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",2,51,59,ISSAGUEN,27641,279027,4,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",3,1,596,JEMAA-SHAIM,98432,284586,4,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",3,2,582,JERADA,220861,857944,7,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",3,3,222,JORF,9909,154013,3,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",3,4,851,JORF EL MELHA,166945,575707,5,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",3,5,665,KARIA BA MOHAMED,313954,685370,6,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",3,6,520,KARIAT AREKMANE,28738,724875,4,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",3,7,104,KASBA TADLA,425455,1747478,11,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",3,8,330,KENITRA,12893479,23566924,115,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",3,9,360,KHEMISSET,1272955,4475155,26,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",3,10,380,KHENIFRA,967222,2930504,24,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",3,11,335,KHNICHET,62848,274722,3,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",3,12,400,KHOURIBGA,2311525,13090219,50,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",3,13,731,KSAR EL KEBIR,917687,3696519,16,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",3,14,647,KSAR SEGHIR,62650,311984,4,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",3,15,182,LAAOUNATE,64613,187105,3,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",3,16,194,LAATTAOUIA,196203,1203936,6,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",3,17,430,LAAYOUNE,5268760,9115787,53,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",3,18,356,LALLA MIMOUNA,102066,499092,3,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",3,19,735,LARACHE,3092782,7347358,25,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",3,20,187,LOUALIDIA,87322,402547,4,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",3,21,453,LOUDAYA,50246,210027,3,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",3,22,620,LOULAD,30989,447076,4,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",3,23,18,LQLIAA,66088,389229,4,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",3,24,450,MARRAKECH,32484702,71186950,267,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",3,25,727,MARTIL,590044,2232065,14,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",3,26,15,MASSA,60341,605652,4,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",3,27,728,M'DIQ,330354,1545802,9,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",3,28,336,MECHRA BEL KSIRI,271943,1054821,6,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",3,29,793,MEDIOUNA,267691,1356107,8,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",3,30,480,MEKNES,17281109,31596558,158,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",3,31,524,MIDAR,72990,2654511,8,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",3,32,391,MIDELT,520304,1374735,10,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",3,33,144,MISSOUR,209811,670885,5,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",3,34,787,MOHAMMEDIA,8601010,15244723,67,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",3,35,171,MOULAY ABDELLAH,55032,240084,3,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",3,36,331,MOULAY BOUSELHAM,139832,685949,4,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",3,37,388,M'RIRT,201158,779223,6,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",3,38,500,NADOR,4658785,24645703,76,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",3,39,794,NOUACEUR,652446,1268810,6,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",3,40,84,OUAOUIZARTH,35929,188864,3,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",3,41,550,OUARZAZATE,1031871,3715285,26,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",3,42,341,OUAZZANE,812769,1889919,13,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",3,43,695,OUED AMLIL,149947,823935,6,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",3,44,729,OUED LAOU,51369,307189,4,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",3,45,411,OUED ZEM,731197,3406100,14,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",3,46,570,OUJDA,9433914,28227085,151,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",3,47,623,OULAD ABBOU,78859,288265,3,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",3,48,100,OULAD AYAD,57309,485118,4,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",3,49,45,OULAD BERHIL,106128,753782,5,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",3,50,185,OULAD FREJ,117360,508973,4,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",3,51,795,OULAD SALAH,278352,367898,4,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",4,1,28,OULAD TEIMA,1061084,3247398,13,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",4,2,91,OULED MBAREK,57873,211587,3,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",4,3,92,OULED YAICHE,38726,491829,4,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",4,4,365,OULMES,85890,261665,4,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",4,5,476,OURIKA,29909,310322,4,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",4,6,146,OUTAT EL HAJ,128442,479898,4,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",4,7,810,RABAT,143992469,147015282,271,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",4,8,714,RIBAT EL KHEIR,54817,221834,3,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",4,9,231,RICH,140334,824134,4,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",4,10,235,RISSANI,61420,704092,4,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",4,11,368,ROMMANI,834964,441365,4,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",4,12,494,SABAA AIYOUN,75852,449305,4,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",4,13,590,SAFI,5154125,10235526,54,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",4,14,579,SAIDIA,155695,813358,6,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",4,15,815,SALE,10386240,22295358,134,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",4,16,593,SEBT GZOULA,123486,367846,4,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",4,17,95,SEBT OULAD NEMMA,533091,2810798,10,01-2026
